,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
44544,1165960084100452352,wahchek,male,non-org,>=40,neutral
44545,54422807,kispat,male,non-org,30-39,neutral
44546,568601307,btwine,male,non-org,30-39,right
44547,1246828979778211841,ine16840704,female,non-org,<=18,neutral
44549,3641950332,travistpeck,male,non-org,30-39,neutral
44551,2637278422,howlin32,male,non-org,30-39,neutral
44553,634117618,ChrismPrism,male,non-org,>=40,left
44554,130460639,ungsimoun,male,non-org,>=40,neutral
44556,267130585,raveenaujmaya,male,non-org,19-29,left
44557,4378608615,RobinTryloff,female,non-org,30-39,left
44558,1219646090095448064,newzjunkie41,male,non-org,>=40,left
44559,1227881912363937792,YangZha42341102,male,non-org,19-29,neutral
44560,198393228,Orthodoxe,male,non-org,>=40,right
44561,41823981,masyou,male,non-org,30-39,neutral
44562,729571339,ruel_garcia,male,non-org,>=40,neutral
44563,17414879,_angelsierra,male,non-org,30-39,right
44564,854807468,jj5barry,male,non-org,19-29,left
44565,1517103828,TheChadMeans,male,non-org,30-39,neutral
44566,51935838,nia_lee7,female,non-org,19-29,left
44567,541845278,salinahsawipi,female,non-org,<=18,neutral
44570,358288856,longleafhill,male,non-org,30-39,left
44571,379004081,feedingtubepaul,male,non-org,>=40,left
44572,1518019460,deskspud,male,non-org,>=40,left
44574,986073323275563008,FlaningamR,male,non-org,<=18,left
44575,217517332,amybuchwald,female,non-org,30-39,left
44576,998399363180318722,Consistent_Mala,male,non-org,19-29,neutral
44578,293708758,Spireship,male,non-org,30-39,left
44579,50037976,reaganbetter,male,non-org,19-29,right
44580,140028474,chrischongec,male,non-org,30-39,neutral
44581,1292936361427836931,GeoffFrck,male,non-org,30-39,left
44583,1022978064,Joeschm27517925,male,non-org,30-39,neutral
44585,1316619271481352195,PageUpDown11,male,non-org,30-39,neutral
44586,948979411,pipzt3r,male,non-org,30-39,left
44587,18644548,mcrispinmiller,male,non-org,>=40,neutral
44588,1262499830338895872,TLeenwisc,male,non-org,<=18,left
44591,809519609011380224,fpier042,male,non-org,>=40,left
44592,245864508,Salifou1,male,non-org,>=40,left
44593,1181772339178020864,pam81942882,male,non-org,>=40,left
44594,1295530135815254017,ThaiSilk_USA,male,non-org,<=18,right
44597,1298921937016680448,moussolini12,male,non-org,<=18,neutral
44598,1232929445645889536,DrIndiano,male,non-org,>=40,left
44599,1025403797156257792,RonReid77818913,male,non-org,>=40,neutral
44600,1074165874184077312,owl_jeff,male,non-org,>=40,left
44602,503460808,canuteserrao,male,non-org,30-39,neutral
44603,3257207293,VA94Vet,male,non-org,19-29,neutral
44604,95600855,victorkaminski,male,non-org,>=40,right
44605,878668602542522368,zaptrapped,male,non-org,>=40,left
44606,1164533142893424645,Danhutabarat1,male,non-org,30-39,neutral
44608,68213392,georgvh,male,non-org,30-39,left
44609,375801620,ChristosArgyrop,male,non-org,>=40,left
44611,1239237935230332928,C_A_Gustave,male,non-org,30-39,left
44612,1266940546372841473,Sunflwrgirl2,female,non-org,30-39,left
44613,38218247,NancyWonderful,female,non-org,30-39,left
44615,22408532,PattyChocMilk,female,non-org,>=40,left
44616,2162785953,bidonkules,female,non-org,>=40,left
44617,784479949784690688,MonicaNicosiaMW,female,non-org,>=40,left
44618,1048060911850672129,699Rockn,male,non-org,>=40,left
44619,825858389955600385,RominaG81779894,female,non-org,30-39,right
44620,38818206,HaseebAslam,male,non-org,30-39,neutral
44621,856972356,drjackrasmus,male,non-org,>=40,left
44623,1198085496003604480,TheRealNubian2,male,non-org,30-39,left
44624,76908253,RDennie1,male,non-org,30-39,neutral
44625,125400853,junoakliberal,female,non-org,30-39,left
44626,3384650855,KenThackerey,male,non-org,>=40,neutral
44627,394060363,MazzucatoM,female,non-org,>=40,left
44628,978318910473801729,EveGraham1961,male,non-org,>=40,left
44629,2842835712,WickedEls,female,non-org,<=18,neutral
44631,4008648213,AWPSNews,male,non-org,>=40,left
44632,2478510356,MillyCaresALot,female,non-org,>=40,left
44633,887841046717136896,Bevin802,female,non-org,>=40,left
44634,76160458,Chiew_Pang,male,non-org,<=18,neutral
44637,78447106,hilarybanksjr,female,non-org,19-29,left
44638,1049670860192317441,EricSor35538099,male,non-org,<=18,neutral
44639,53622924,Ecki53,male,non-org,>=40,neutral
44640,2445002082,hopeseeds6,female,non-org,<=18,neutral
44641,77013609,MaMarchand,male,non-org,>=40,left
44642,751076296202018817,singhbhupy7,male,non-org,<=18,neutral
44644,176195692,Fourdue,male,non-org,30-39,right
44645,14411084,RobertVinet,male,non-org,>=40,left
44646,952569214333747202,JMarcVX,male,non-org,30-39,neutral
44647,252667299,Entrepreneurix,male,non-org,30-39,right
44648,2927226385,fergusonvicki22,female,non-org,>=40,left
44649,14175886,dianekovacs,male,non-org,>=40,left
44650,199030565,harleemama,female,non-org,30-39,right
44651,417428717,calcon79,male,non-org,30-39,right
44652,2445601268,DFKendra,male,non-org,>=40,left
44653,137548793,michele_austin2,female,non-org,<=18,right
44654,252336956,playful8,male,non-org,>=40,left
44655,14403637,ModProps,female,non-org,30-39,left
44656,1293557923885481986,JailWinston,male,non-org,>=40,neutral
44659,1254213767791075330,left_site,male,non-org,30-39,left
44660,21791776,hollybirch,female,non-org,30-39,left
44661,1098408703,BGuiton,female,non-org,>=40,neutral
44662,131567527,komiliton,male,non-org,>=40,left
44663,97573928,ondaLICIOUS,male,non-org,30-39,neutral
44664,1087418112083935232,DanielR59913861,male,non-org,<=18,left
44665,1270944294199652352,C4Tomboy,male,non-org,19-29,right
44666,34609233,marianarosales,female,non-org,19-29,left
44667,792090242031509505,Beakerlives,male,non-org,19-29,left
44668,96343415,omar_elshaarawy,male,non-org,30-39,neutral
44669,1149484900908748800,bigguypolitics,male,non-org,>=40,left
44670,4785556661,SassiestMinx,female,non-org,30-39,left
44671,246771796,fionasymon,female,non-org,>=40,neutral
44672,139032485,gsaidy2000,male,non-org,>=40,left
44674,858822814220025856,runtime714,male,non-org,<=18,left
44675,1265017512518959104,Dona_diegoo,male,non-org,<=18,right
44677,1012197294702321665,mermansteve,male,non-org,>=40,left
44679,1105770470954201089,larsen_da,male,non-org,>=40,left
44681,2732631933,tomorrowdaworld,male,non-org,>=40,left
44682,60927886,d__el,male,non-org,>=40,right
44683,25110386,Redroadmaster,male,non-org,>=40,right
44684,1261861812,marianne_falck,female,non-org,>=40,left
44685,896929094717362176,bolsademulher,male,non-org,<=18,neutral
44686,1095661,anthonya,male,non-org,<=18,left
44688,3342223647,aly_im,female,non-org,30-39,left
44689,1322114012,alidrissi2005,male,non-org,30-39,left
44691,1316954621580087298,Human71755572,male,non-org,<=18,neutral
44692,144196674,LahdeeDot,female,non-org,>=40,left
44693,259975018,inabster,female,non-org,>=40,left
44694,634642731,pvmarquez1956,male,non-org,>=40,left
44695,16501754,markbloodgood,male,non-org,>=40,left
44697,1866066355,AlexaJaar1013,female,non-org,<=18,left
44698,962019022450470919,KathrynCAgirl,female,non-org,19-29,left
44699,2458268311,palomo_ramon,female,non-org,30-39,left
44700,833011024399708161,LumpyGravy3,male,non-org,>=40,right
44701,147256000,annastassiarose,female,non-org,30-39,neutral
44703,242189161,jogginboy,male,non-org,>=40,neutral
44704,3141055464,cindyray2015,female,non-org,>=40,left
44705,11589192,calamur,female,non-org,30-39,neutral
44708,18236904,agarwal_mohit,male,non-org,30-39,neutral
44710,2377926184,JudiePatoodie,male,non-org,30-39,left
44713,938035304,Peter_Fox59,male,non-org,>=40,left
44715,20805189,MayorKBrooks,male,non-org,>=40,right
44716,18176922,Deano_123,male,non-org,<=18,neutral
44717,102171691,rlocker12,male,non-org,>=40,left
44718,1266888981775413248,pinkychickasee,female,non-org,>=40,left
44719,3295991025,spookybofficial,female,non-org,30-39,left
44720,44196293,Kuklaswish,male,non-org,<=18,neutral
44721,827521232950198274,onlyWEcanfixit,male,non-org,>=40,left
44722,3315549650,zacelmenreich,male,non-org,>=40,left
44723,1274000772573933570,Cynthia57720905,female,non-org,30-39,left
44724,2232580902,christinevagues,female,non-org,19-29,neutral
44725,177185328,DesireeCausey,female,non-org,30-39,left
44727,3288828828,BrySSFinancial,male,non-org,30-39,right
44729,778652950553952256,PratikThummar03,male,non-org,<=18,neutral
44730,35920690,CHQM8_tx,female,non-org,30-39,left
44731,13496782,djsoap,male,non-org,<=18,left
44732,916868251136688128,SmitheryB,male,non-org,19-29,neutral
44733,916745104232239104,September_Pope,female,non-org,30-39,left
44734,595582707,naughtywriter2,female,non-org,30-39,left
44735,250916233,therockyfiles,male,non-org,>=40,left
44737,44693532,mayankjain100,male,non-org,>=40,right
44738,29748111,MidwestHedgie,male,non-org,30-39,left
44739,1274866273764077568,FerryRoslyn,female,non-org,30-39,left
44740,305387395,AngelAntonioL,male,non-org,<=18,left
44741,20482617,BLKROCKET,male,non-org,30-39,neutral
44742,1023344271343017984,KareL71871876,female,non-org,<=18,right
44743,1363083624,TweetyThings1,male,non-org,>=40,left
44745,842583914380050432,Koda_N_Luv,female,non-org,>=40,left
44746,1830928152,nannet_a,female,non-org,>=40,right
44747,1068873718007586817,BillieHuman,male,non-org,>=40,neutral
44749,282032979,thomasfaires,male,non-org,30-39,neutral
44750,337261441,GriffJennifer,male,non-org,<=18,neutral
44751,18493147,GPollowitz,male,non-org,>=40,right
44752,840282994019561473,peterhubinskyx,male,non-org,>=40,left
44753,920491003089387522,tslycha,female,non-org,30-39,left
44754,498703526,lucygde,female,non-org,<=18,left
44755,4831484435,Manzilgautam,male,non-org,<=18,left
44756,327491097,lukeincanada,male,non-org,>=40,left
44759,336201931,Dr_JohnSF,male,non-org,>=40,left
44760,630738430,kfs78,male,non-org,>=40,left
44761,14284788,zdfs,male,non-org,30-39,left
44765,1210982474920017920,lilianammsousa,female,non-org,30-39,left
44766,571526260,SnowyNowak,male,non-org,30-39,neutral
44769,1180494017940860928,HedgehogSebast2,male,non-org,>=40,right
44770,998410706,garthstrohbehn,male,non-org,>=40,neutral
44771,738019148287074304,loki_raylenn,female,non-org,<=18,neutral
44772,15816291,deadlyjackflash,male,non-org,>=40,neutral
44773,1040299545647869952,HedgerowWizard,male,non-org,>=40,neutral
44774,987303409807249408,MajorGeneralPC,male,non-org,>=40,left
44775,48692443,Maximum_RnB,male,non-org,>=40,neutral
44776,17503235,maccoinnich,male,non-org,30-39,left
44779,1052033645463130116,DIlghari,male,non-org,19-29,neutral
44780,49345327,dotcomfolk,male,non-org,>=40,left
44781,753171021700759552,TakeAurally,male,non-org,>=40,neutral
44784,884558676,businessriz,male,non-org,>=40,neutral
44786,418087217,subroto3790,male,non-org,<=18,neutral
44789,1241709026,JamsheedRaza,male,non-org,30-39,left
44791,2268376730,FrancisJeffrey7,male,non-org,>=40,right
44792,2476090718,SethMaggard,male,non-org,>=40,left
44795,1674718080,julie_arcand,female,non-org,30-39,left
44796,1067864457798389761,AurelG7,male,non-org,30-39,neutral
44798,453857290,ThoughtSow,male,non-org,19-29,left
44799,469903398,SimonAtNewsdesk,male,non-org,>=40,left
44801,826562693293281284,PaulMadore7,male,non-org,30-39,left
44802,193837007,chazward2000,male,non-org,>=40,neutral
44803,38062242,PAttacking,male,non-org,<=18,neutral
44804,106247388,FrankyTts,male,non-org,<=18,neutral
44805,798292161359921152,CrismonUTCOP,male,non-org,>=40,neutral
44806,91796156,readabhi10,male,non-org,>=40,left
44807,19246075,cindykgoodman,female,non-org,>=40,right
44808,303874746,GlobeKayLazar,female,non-org,<=18,neutral
44810,56207805,MBothwellMD,male,non-org,>=40,neutral
44811,1489824085,RashidAzizRaja,male,non-org,<=18,neutral
44812,2916397667,IdealConcepts,male,non-org,>=40,neutral
44815,781810025815683072,OnlyNickey,female,non-org,30-39,neutral
44818,73948259,DougGT4,male,non-org,>=40,right
44819,965866534433210368,murphtrials,female,non-org,>=40,left
44820,2469744961,Speaakn,male,non-org,30-39,right
44824,1020885284940943360,ThinksandSpeaks,female,non-org,19-29,left
44825,386408875,cacsdarshan,male,non-org,19-29,neutral
44826,17393219,Dereklowe,male,non-org,<=18,neutral
44827,1724867132,the_bloodymoron,male,non-org,19-29,neutral
44828,2283049465,opa1420,male,non-org,>=40,neutral
44829,770128895823740928,Moana125,female,non-org,30-39,right
44830,390388543,lizneedhamSTAR,female,non-org,30-39,left
44832,3101211,strixus,female,non-org,30-39,left
44833,1270629383657492480,AdvSPSingh6,male,non-org,>=40,neutral
44834,1040069642,jryerson1,male,non-org,>=40,left
44836,978768111825387520,GDixon1977,male,non-org,>=40,left
44837,87562872,Jeni4clare,female,non-org,>=40,left
44838,886554986632454144,Prakash58503273,male,non-org,>=40,neutral
44839,810761445256400896,CeCeTaylor55,male,non-org,>=40,right
44840,708741833610764288,MPen_2501,male,non-org,<=18,neutral
44842,1138814255854247941,JohnLukeSam1,male,non-org,>=40,left
44843,889765401822973952,JuPe_EU,male,non-org,>=40,left
44844,756945599098855424,Dnlmsstch,male,non-org,>=40,left
44846,2548285345,aijazahmedm1,male,non-org,19-29,neutral
44847,1015575733,sboothe757,male,non-org,>=40,left
44849,2534812554,YuzuhaOka,male,non-org,19-29,left
44850,1134933852,OxygenChahya,male,non-org,>=40,neutral
44852,63222576,flacqua,female,non-org,30-39,left
44853,187842990,Abhitweetzz,male,non-org,30-39,neutral
44854,2187045013,timeslip22,male,non-org,>=40,left
44855,875882076934991876,MrsRmnk,female,non-org,30-39,left
44856,294022405,T21Jan,male,non-org,>=40,right
44857,35933783,tohoton,male,non-org,>=40,left
44860,511301448,Dcl_60,male,non-org,>=40,left
44861,739765629658501120,sunshinewhenits,female,non-org,<=18,left
44863,45266792,thepolicyfade,female,non-org,19-29,left
44864,339333605,RoseTintdScrubs,male,non-org,>=40,neutral
44865,141758084,JLabahnJr,male,non-org,>=40,left
44866,1481578128,vanmark5,male,non-org,>=40,left
44867,192216034,MuchLoveRia,female,non-org,30-39,left
44868,24719293,CarissaHolohan,female,non-org,>=40,neutral
44869,1259168042644377601,pulkitsjoshi1,male,non-org,19-29,left
44870,450058665,send_words,male,non-org,>=40,left
44871,1201884769971294208,SureshSureIn,male,non-org,30-39,neutral
44872,3240866924,praveenmoto,male,non-org,30-39,neutral
44873,16271281,bradwouters,male,non-org,>=40,left
44875,2950462982,mukul3762,male,non-org,>=40,neutral
44876,608583,Zeinobia,male,non-org,30-39,left
44877,1027462044,gopwillrise,male,non-org,>=40,right
44878,2609675551,jamie_medhurst,male,non-org,>=40,neutral
44879,2752212263,watters_nrgsuk,male,non-org,>=40,left
44880,1158645311163604993,FT2020V,male,non-org,>=40,left
44881,54143577,vpetrash,female,non-org,>=40,left
44882,15633744,fuseboxradio,male,non-org,>=40,left
44884,498215847,shirishjadav,male,non-org,<=18,neutral
44885,3012393726,eschuber8,male,non-org,30-39,neutral
44886,15760735,septian,male,non-org,30-39,neutral
44890,1074992880,Mandal21251,male,non-org,>=40,neutral
44891,753140231197429761,pjbrand4,female,non-org,>=40,left
44892,272260362,ankushsingh1,male,non-org,30-39,neutral
44895,774042620318380036,rodedc1,male,non-org,>=40,left
44897,781138951188930561,PharmacareFaces,male,non-org,>=40,neutral
44898,97815317,BrodyLevesque,male,non-org,>=40,left
44899,1267337923097214976,Tintin_mitra08,male,non-org,<=18,neutral
44900,2201729210,NegidaMD,male,non-org,19-29,right
44901,32215083,Aaron_Porter_is,male,non-org,19-29,left
44902,19322602,GrumpyYetAmusin,female,non-org,>=40,neutral
44904,317270626,jon_kamp,male,non-org,>=40,left
44905,361901628,bhattacharyas83,male,non-org,30-39,neutral
44906,64216992,vmburkhardt,female,non-org,30-39,left
44907,1270040553162518533,NYONGESAEPHRAH2,male,non-org,30-39,neutral
44909,915068911,Bing7789,male,non-org,30-39,left
44913,82279998,MelissaSweetDr,female,non-org,>=40,left
44916,38195992,istraziota,male,non-org,>=40,left
44917,1274433355472424967,rayhaz2,male,non-org,>=40,left
44918,52661968,kctoyama,male,non-org,>=40,left
44919,709799415159066624,AdnanAlams,male,non-org,30-39,neutral
44920,3590024123,CardinalIda,female,non-org,>=40,left
44921,1033559330677649408,George62989794,male,non-org,>=40,right
44922,37899481,reneestan,female,non-org,30-39,left
44923,113409815,aaronsonglass,male,non-org,>=40,left
44924,1929733934,pranay_purohit,male,non-org,19-29,neutral
44927,1237774723850756100,Firaaa10286725,female,non-org,<=18,left
44928,15929123,cooloften,male,non-org,>=40,neutral
44930,65420040,Radrama,male,non-org,>=40,neutral
44931,243943328,AllanBell247,male,non-org,>=40,left
44932,9786032,norwegian76,male,non-org,>=40,left
44933,66047788,cr_sukumar,male,non-org,>=40,left
44934,894845089935007744,DionHarper15,male,non-org,>=40,neutral
44935,49055749,5Pint,female,non-org,>=40,left
44936,707246777515245572,RealVinnieJames,male,non-org,>=40,right
44938,325807461,beachknits,female,non-org,>=40,left
44940,1360747549,GeriMedMD,male,non-org,>=40,left
44942,1248213193421447169,CaroleHarwood3,female,non-org,>=40,left
44945,117157321,nuclear94,male,non-org,>=40,right
44946,218644620,glenbnews,male,non-org,>=40,neutral
44947,24750713,sallyatticum,female,non-org,19-29,left
44948,1480718976,izzy_nicole3,female,non-org,<=18,left
44949,60656801,DShepperton,male,non-org,30-39,left
44950,17699545,ibobbywhite,male,non-org,>=40,neutral
44951,33983377,DANNYFURLONGDJ,male,non-org,<=18,left
44952,14055968,EricJilot,male,non-org,30-39,left
44955,2459162856,Sunil_Chourasia,male,non-org,>=40,left
44956,432623362,chalmers_john,male,non-org,>=40,left
44957,33989432,umutzengin,male,non-org,30-39,left
44959,3962191992,Marion92354,male,non-org,<=18,left
44961,141248697,Mark_Nilsen_,male,non-org,>=40,neutral
44962,416487367,Ahuramazddah,male,non-org,>=40,left
44963,1219787665,18ClarendonSq,female,non-org,<=18,left
44964,187401672,jmasquith,male,non-org,>=40,right
44965,811548093644738561,BollyFanFare,male,non-org,30-39,neutral
44966,17672743,wavedeva,male,non-org,>=40,left
44967,36842122,dunnclan,female,non-org,>=40,left
44968,952784583006851073,OzaHrishant,male,non-org,30-39,neutral
44969,75952509,BobMori,male,non-org,>=40,left
44974,2344240519,avanti6565,male,non-org,<=18,right
44976,1273164162,plbds,male,non-org,>=40,left
44977,24784191,vpuente,male,non-org,<=18,left
44979,1319430445,darellygyro56,male,non-org,<=18,neutral
44980,871132821695287296,TriggerdByTrump,male,non-org,>=40,left
44981,17155461,jayabags,male,non-org,30-39,neutral
44982,2491789579,asadimtiaz26,male,non-org,19-29,left
44983,3314591296,SciMedWriter,male,non-org,30-39,left
44984,733377974,FennerMichelle,female,non-org,>=40,left
44985,1248217689266372608,Manishshakyawa9,male,non-org,30-39,neutral
44986,33020976,DimityHawkins,female,non-org,30-39,left
44989,4329077177,hhesterm,male,non-org,>=40,left
44990,41900220,_Christene_,female,non-org,>=40,right
44991,23608076,JoWarner01,female,non-org,>=40,left
44993,1030514313683906560,DrIndyJonesJr1,male,non-org,>=40,left
44994,839014454,tbcollins1014,male,non-org,<=18,neutral
44996,26402930,anne_barbano,female,non-org,>=40,left
44997,3011314430,vishaltkachare,male,non-org,>=40,neutral
44998,61747011,Elmhart,male,non-org,>=40,neutral
44999,1144798253197611008,ManiVedha6,male,non-org,19-29,neutral
45000,81614983,micasn,male,non-org,<=18,neutral
45001,56277567,KestineThiele,female,non-org,19-29,left
45002,1256359947123789825,Tino76347897,male,non-org,>=40,right
45003,727290589318811648,DreamLFO,male,non-org,<=18,left
45004,24544760,CanceledDude,male,non-org,>=40,right
45005,150799669,DrMarcSiegel,male,non-org,>=40,right
45009,503958197,hyai360,male,non-org,30-39,neutral
45013,101189579,prashantnayak82,male,non-org,30-39,neutral
45016,3278924562,schell50,female,non-org,>=40,left
45017,1113485021799747585,dziri_nadir,male,non-org,>=40,left
45018,2827920394,goodgc81,male,non-org,30-39,neutral
45020,51626760,header_iostream,male,non-org,<=18,left
45021,2178204114,Dr_Pandey_Heart,male,non-org,>=40,neutral
45023,1274325726024654849,FMSamadi,male,non-org,30-39,left
45024,887346636481069056,CanHidekiWin,male,non-org,30-39,neutral
45025,11511722,helenjerome,female,non-org,>=40,left
45026,14478142,pankajparikh,male,non-org,30-39,neutral
45027,29374041,wesrap,male,non-org,30-39,left
45028,578601744,ofer_n,male,non-org,>=40,left
45031,954322782841536513,DrAnujGupta_,male,non-org,>=40,neutral
45032,53802048,Doughes,female,non-org,>=40,neutral
45033,2962005885,MariaaFarhan,female,non-org,30-39,left
45035,49962947,uniqueteacher,female,non-org,>=40,left
45037,4454271939,DorothyLewisJo1,female,non-org,<=18,left
45039,2228938689,theyorkie1970,male,non-org,>=40,neutral
45040,1063118270,skparida2000,male,non-org,>=40,neutral
45041,696152106491887617,Pooz1969,male,non-org,>=40,left
45042,159364678,stefiemc,female,non-org,30-39,neutral
45043,2877409296,mandygunn61,female,non-org,>=40,left
45044,65606223,londonworker,female,non-org,>=40,neutral
45045,1083330175574650881,SantiRG9,male,non-org,>=40,left
45047,65605505,norfaiz,male,non-org,30-39,neutral
45049,1924572828,RyanKrugerTV,male,non-org,30-39,left
45050,1183181507277422592,solinta3,male,non-org,>=40,neutral
45051,66304392,divyaguha,female,non-org,>=40,neutral
45052,847567039103344642,editorneindia,male,non-org,30-39,left
45055,472319164,wercozy,female,non-org,>=40,left
45057,17300207,colbywg,male,non-org,>=40,left
45058,2842224798,GohPengAng,male,non-org,<=18,left
45059,1085563073585401861,Khaled_3_1991,male,non-org,19-29,neutral
45064,793456796425859073,MannkibaatRajiv,male,non-org,<=18,left
45065,1196524402000703495,StefMayoPghOhio,female,non-org,>=40,neutral
45066,3667106597,lightterminal,female,non-org,19-29,neutral
45068,2277563023,PrithvirajM25,male,non-org,>=40,left
45070,34842246,MissAmericaPie,female,non-org,30-39,right
45072,914305090936299520,basicwhitelinda,female,non-org,30-39,left
45073,1955565836,deb_asis23,male,non-org,>=40,neutral
45074,2726311681,CarlaChamorros,female,non-org,>=40,right
45075,4416678553,LALITSHARMAHP,male,non-org,>=40,neutral
45076,39622135,padmawan,male,non-org,>=40,neutral
45079,1108971409378820096,GuidryTod,male,non-org,30-39,left
45080,1253541194044526594,Dhananjaysindia,male,non-org,19-29,neutral
45081,37889079,Sportydoc1,male,non-org,>=40,left
45082,1248197809188122624,DrRahul_G,male,non-org,30-39,neutral
45083,432893162,DrDockins,male,non-org,>=40,left
45084,306503091,widdershins99,female,non-org,<=18,left
45085,1185254499037790209,Ritesh65709045,male,non-org,<=18,neutral
45086,14248898,AngelaKeen,female,non-org,30-39,left
45087,953685849249632258,RANewsTX,male,non-org,>=40,neutral
45088,494815689,MANIMURUGAN6,male,non-org,>=40,left
45089,1481655024,Leweb2mag,male,non-org,>=40,neutral
45090,56631106,timothydkhar,male,non-org,>=40,neutral
45091,115350130,dayanandnene,male,non-org,>=40,left
45092,1087382769326379009,Subhashdhawan6,male,non-org,>=40,neutral
45093,197347921,invinciblesaad,male,non-org,30-39,left
45095,94596841,mogwaay,male,non-org,>=40,neutral
45096,14394358,Robert_B,male,non-org,>=40,right
45097,2645796397,KatyavdGK,male,non-org,19-29,left
45098,612779170,RyanE47272013,male,non-org,>=40,neutral
45099,1029110794427019265,conniefatbutt,female,non-org,19-29,left
45100,1269964696796487681,SwapanK04599595,male,non-org,19-29,neutral
45101,38197752,DrOsamaAhmed,male,non-org,>=40,left
45103,2333528904,dianavalcity,female,non-org,<=18,neutral
45104,53952464,badbuddhist01,female,non-org,30-39,left
45105,1263055099531636736,IndianC54064857,male,non-org,>=40,neutral
45106,335122023,guy_ste,male,non-org,>=40,left
45107,36355767,colinmlee,male,non-org,19-29,left
45109,928052875,PalmTreesnGz,male,non-org,>=40,left
45110,1244866576328937472,AliAkbar_07860,male,non-org,30-39,neutral
45111,926670787502731264,vinishajoshi_,female,non-org,19-29,neutral
45113,178005725,bc_gupta,male,non-org,30-39,neutral
45115,3679762638,PrabhaRaghavan,male,non-org,30-39,neutral
45117,3154223958,spaciouslight,male,non-org,<=18,neutral
45119,840291912221413376,DAYDREAMER2640,female,non-org,>=40,left
45120,4656180373,ramneek_bhasin,male,non-org,>=40,left
45121,2194826845,FeministsWanted,female,non-org,>=40,neutral
45123,385137715,iCe_R10,male,non-org,19-29,neutral
45124,637155972,geddiejdk,male,non-org,>=40,left
45125,3890519476,Nas_man_utd,male,non-org,30-39,left
45126,2831274079,blackwing09john,male,non-org,30-39,left
45127,219349412,drbenwhite,male,non-org,30-39,left
45128,1036749588709957633,KenobiCheated,male,non-org,19-29,left
45129,2902104060,lifestyle_laura,female,non-org,>=40,neutral
45132,744867872577564672,HuebnerJohannes,male,non-org,>=40,left
45133,551999236,TheKunalDhar,male,non-org,30-39,neutral
45134,3139235347,415holgate,male,non-org,>=40,left
45135,1041865574823780357,azl_butsog,male,non-org,<=18,neutral
45136,376924800,ivan_mugabi,male,non-org,>=40,left
45138,963667737473179649,i_maghvendra,male,non-org,19-29,left
45139,49767684,TwinkleStarlet,male,non-org,>=40,right
45140,971585804660346880,AdityaKhemka5,male,non-org,>=40,left
45142,2516892498,siddigfan,male,non-org,>=40,left
45144,183145504,rajeshtope11,male,non-org,>=40,neutral
45145,316569154,LoreDiGiano,female,non-org,>=40,left
45146,41064774,rosswilsonmusic,male,non-org,30-39,left
45147,731657391373193216,krooney61,male,non-org,>=40,right
45150,15594857,MarkBartlam,male,non-org,30-39,left
45151,503742130,UK999ers,male,non-org,>=40,left
45152,1601937979,mike_grocott,male,non-org,>=40,neutral
45153,226178572,OfficialMGN,male,non-org,30-39,neutral
45154,1145551639748567040,TrngvnTin15,female,non-org,19-29,left
45155,970243744325828608,dgv_resort,male,non-org,>=40,left
45156,72499876,estrellamena,female,non-org,19-29,neutral
45157,858487135825002496,AishaJMir,female,non-org,>=40,left
45158,339864921,50somethingman,male,non-org,>=40,left
45160,277961081,guersole,male,non-org,>=40,left
45161,2364623120,DrDeepChat007,male,non-org,>=40,right
45162,78115058,rationalhill,male,non-org,>=40,left
45165,995596362770272257,Simply_Rain_S,female,non-org,30-39,neutral
45166,456087619,MillsDarryl,male,non-org,30-39,left
45167,14687985,ICUIRL,male,non-org,30-39,left
45168,46375055,abdullahwaheed,male,non-org,>=40,left
45171,294198655,JSherw00d,male,non-org,>=40,neutral
45172,1251235143857123328,MereMer91157519,female,non-org,<=18,right
45173,732576405385412609,a_rohith_,male,non-org,<=18,neutral
45174,43722032,GerardMcGuickin,male,non-org,30-39,neutral
45175,4267416984,may7world,male,non-org,19-29,right
45177,323451299,gillgeorge01,female,non-org,>=40,neutral
45178,172503256,joeytheeg,male,non-org,>=40,right
45179,346781643,katherinewill27,female,non-org,30-39,left
45180,1109074584836472832,SmilGeoff,male,non-org,19-29,left
45181,2768218671,mariamcguigan3,female,non-org,>=40,neutral
45182,1022658417952022528,KungaShango,male,non-org,19-29,neutral
45183,15170871,WFAicher,male,non-org,30-39,left
45184,74375289,sainathgupta,male,non-org,>=40,neutral
45185,3151015931,IgnacioYbanez,male,non-org,>=40,left
45187,4026366609,iridienne,female,non-org,<=18,neutral
45189,113580700,samar_sesh_hain,male,non-org,<=18,left
45190,20013781,Kramasuri,female,non-org,>=40,neutral
45192,30929960,besshubbard,female,non-org,>=40,left
45193,268309022,ahconter,male,non-org,>=40,neutral
45194,143211292,BenGelblum,male,non-org,30-39,left
45195,4434509473,nanpino13_mari,male,non-org,<=18,right
45196,1268449259499728896,AlezzTrading,male,non-org,<=18,neutral
45200,239210681,Bob_Wachter,male,non-org,>=40,left
45202,1267118186740305921,POUNDERUSA,male,non-org,19-29,neutral
45205,101871850,paravertudo,male,non-org,<=18,neutral
45206,798973762901311495,BorrisBNorris,male,non-org,>=40,neutral
45207,208626572,AngelaGB77,female,non-org,>=40,left
45208,1227978230495211520,sinha_debdutta,female,non-org,19-29,left
45209,1217443758549147648,SylvieTurpo,male,non-org,>=40,left
